Reg,St,Site Name                                                                ,,Site ID,EPA ID,Address,City,Zip,County,,,FF?,Latitude,Longitude,Final Date,,
_02_,NJ,FAIR LAWN WELL FIELD,,_0200765_,NJD980654107,IND PARK/HENDERSON BLVD 11 ST ,FAIR LAWN,07410,BERGEN,,,N,_+40.937500_,_-074.131930_ ,09/08/83,,
_02_,NJ,FEDERAL AVIATION ADMINISTRATION TECHNICAL CENTER (USDOT),,_0201178_,NJ9690510020,ROUTES 563 & 575 ,ATLANTIC COUNTY,08405,ATLANTIC,,,Y,_+39.458330_,_-074.583330_ ,08/30/90,,
_02_,NJ,FRANKLIN BURN,,_0204087_,NJD986570992,SIX LOCATIONS NEAR MARSHALL MILL ROAD ,FRANKLIN TOWNSHIP,08322,GLOUCESTER,,,N,_+39.594440_,_-075.025000_ ,06/17/96,,
_02_,NJ,FRIED INDUSTRIES,,_0200303_,NJD041828906,11 FRESH POND ROAD ,EAST BRUNSWICK TOWNSHIP,08816,MIDDLESEX,,,N,_+40.442400_,_-074.441200_ ,06/10/86,,
_02_,NJ,GARDEN STATE CLEANERS CO.,,_0200362_,NJD053280160,"SUMMER ROAD, P.O. BOX 183 ",MINOTOLA,08341,ATLANTIC,,,N,_+39.519030_,_-074.949450_ ,03/31/89,,
_02_,NJ,GARFIELD GROUND WATER CONTAMINATION,,_0206317_,NJN000206317,WILLARD STREET AND PIERRE AVENUE ,GARFIELD,07026,BERGEN,,,N,_+40.871857_,_-074.106431_ ,09/16/11,,
_02_,NJ,GEMS LANDFILL,,_0200627_,NJD980529192,ERIAL & HICKSTOWN ROADS ,GLOUCESTER TOWNSHIP,08012,CAMDEN,,,N,_+39.779450_,_-075.018880_ ,09/08/83,,
_02_,NJ,GLOBAL SANITARY LANDFILL,,_0200398_,NJD063160667,ERNSTON ROAD ,OLD BRIDGE TOWNSHIP,08857,MIDDLESEX,,,N,_+40.446380_,_-074.286110_ ,03/31/89,,
_02_,NJ,GOOSE FARM,,_0200681_,NJD980530109,RT. 539 BETWEEN RTS 537 & 528 ,PLUMSTEAD TOWNSHIP,08533,OCEAN,,,N,_+40.095550_,_-074.497500_ ,09/08/83,,
_02_,NJ,HELEN KRAMER LANDFILL,,_0200552_,NJD980505366,JESSUP MILL ROAD ,MANTUA TOWNSHIP,08051,GLOUCESTER,,,N,_+39.780100_,_-075.200300_ ,09/08/83,,
_02_,NJ,"HERCULES, INC. (GIBBSTOWN PLANT)",,_0200188_,NJD002349058,50 NORTH MARKET ST ,GIBBSTOWN,08027,GLOUCESTER,,,N,_+39.838880_,_-075.277780_ ,09/08/83,,
_02_,NJ,HIGGINS DISPOSAL,,_0200359_,NJD053102232,121 LAUREL AVE ,KINGSTON,08526,SOMERSET,,,N,_+40.387500_,_-074.615280_ ,08/30/90,,
_02_,NJ,HIGGINS FARM,,_0201094_,NJD981490261,ROUTE 518 ,FRANKLIN TOWNSHIP,08540,SOMERSET,,,N,_+40.406380_,_-074.602780_ ,03/31/89,,
_02_,NJ,HORSESHOE ROAD,,_0200781_,NJD980663678,Postal Address is unavailable for the Site ,SAYREVILLE,08872,MIDDLESEX,,,N,_+40.484720_,_-074.319440_ ,09/29/95,,
_02_,NJ,ICELAND COIN LAUNDRY AREA GW PLUME,,_0204037_,NJ0001360882,1888 SOUTH DELSEA DRIVE ,VINELAND,08360,CUMBERLAND,,,N,_+39.457250_,_-075.047250_ ,10/22/99,,
_02_,NJ,"IMPERIAL OIL CO., INC./CHAMPION CHEMICALS",,_0200764_,NJD980654099,ORCHARD RD ,MORGANVILLE,07751,MONMOUTH,,,N,_+40.383880_,_-074.245830_ ,09/08/83,,
_02_,NJ,JIS LANDFILL,,_0200499_,NJD097400998,901-999 CRANBURY SOUTH RIVER ROAD RTE 535 ,SOUTH BRUNSWICK,08831,MIDDLESEX,,,N,_+40.365830_,_-074.465280_ ,09/08/83,,
_02_,NJ,"KAUFFMAN & MINTEER, INC.",,_0200232_,NJD002493054,MONMOUTH ROAD (ROUTE 537) ,SPRINGFIELD TWP(JOBSTOWN),08041,BURLINGTON,,,N,_+40.036300_,_-074.694000_ ,03/31/89,,
_02_,NJ,KIN-BUC LANDFILL,,_0200346_,NJD049860836,MEADOW ROAD ,EDISON TOWNSHIP,08817,MIDDLESEX,,,N,_+40.489100_,_-074.378500_ ,09/08/83,,
_02_,NJ,KING OF PRUSSIA,,_0200551_,NJD980505341,PINEY HOLLOW ROAD ,WINSLOW TOWNSHIP,08095,CAMDEN,,,N,_+39.626950_,_-074.889430_ ,09/08/83,,
_02_,NJ,LANDFILL & DEVELOPMENT CO.,,_0200333_,NJD048044325, 2023 RTE 38 ,MOUNT HOLLY,08060,BURLINGTON,,,N,_+39.980560_,_-074.770830_ ,09/21/84,,
_02_,NJ,LANG PROPERTY,,_0200554_,NJD980505382,WHITESBOG-PASADENA ROAD ,PEMBERTON TOWNSHIP,08015,BURLINGTON,,,N,_+39.929160_,_-074.494450_ ,09/08/83,,
_02_,NJ,LCP CHEMICALS INC.,,_0200455_,NJD079303020,FOOT OF SOUTH WOOD AVENUE ,LINDEN,07036,UNION,,,N,_+40.607500_,_-074.210270_ ,07/28/98,,
_02_,NJ,LIGHTMAN DRUM COMPANY,,_0200280_,NJD014743678,ROUTE 73 ,WINSLOW TOWNSHIP,08009,CAMDEN,,,N,_+39.729720_,_-074.905910_ ,10/22/99,,
_02_,NJ,LIPARI LANDFILL,,_0200557_,NJD980505416,RT 322 ,PITMAN,08071,GLOUCESTER,,,N,_+39.720280_,_-075.141930_ ,09/08/83,,
_02_,NJ,LONE PINE LANDFILL,,_0200558_,NJD980505424,BURKE ROAD ,FREEHOLD TOWNSHIP,07728,MONMOUTH,,,N,_+40.202780_,_-074.333330_ ,09/08/83,,
_02_,NJ,MANSFIELD TRAIL DUMP,,_0206345_,NJN000206345,INTERSECTION OF BROOKWOOD AND ROSS ROADS ,BYRAM,07874,SUSSEX,,,N,_+40.928889_,_-074.699446_ ,03/10/11,,
_02_,NJ,"MARTIN AARON, INC.",,_0200278_,NJD014623854,1542 SOUTH BROADWAY ,CAMDEN,08104,CAMDEN,,,N,_+39.926110_,_-075.119160_ ,07/22/99,,
_02_,NJ,"MATLACK, INC.",,_0200307_,NJD043584101,ROUTE 322 EAST ,WOOLWICH TOWNSHIP,08085,GLOUCESTER,,,N,_+39.765000_,_-075.302220_ ,05/24/13,,
_02_,NJ,MATTEO & SONS INC.,,_0204061_,NJD011770013,1708 US RT. 130 ,THOROFARE,08086,GLOUCESTER,,,N,_+39.8547_,_-075.1683_ ,09/27/06,,
_02_,NJ,MAYWOOD CHEMICAL CO.,,_0200665_,NJD980529762,RTE 17 & GROVE ST ,MAYWOOD/ROCHELLE PARK,07607,BERGEN,,,N,_+40.896400_,_-074.069300_ ,09/08/83,,
_02_,NJ,MCGUIRE AIR FORCE BASE #1,,_0201162_,NJ0570024018,WRIGHTSTOWN-COOKSTOWN ROAD ,WRIGHTSTOWN,08641,BURLINGTON,,,Y,_+40.018050_,_-074.593610_ ,10/22/99,,
_02_,NJ,METALTEC/AEROSYSTEMS,,_0200234_,NJD002517472,WILDCAT & MAPLE ROADS ,FRANKLIN BOROUGH,07416,SUSSEX,,,N,_+41.109710_,_-074.599710_ ,09/08/83,,
_02_,NJ,MIDDLESEX SAMPLING PLANT (USDOE),,_0202755_,NJ0890090012,239 MOUNTAIN AVENUE ,MIDDLESEX,08846,MIDDLESEX,,,Y,_+40.569800_,_-074.493190_ ,01/19/99,,
_02_,NJ,"MONITOR DEVICES, INC./INTERCIRCUITS, INC.",,_0200638_,NJD980529408,AIRPORT ROAD ,WALL TOWNSHIP,07727,MONMOUTH,,,N,_+40.185280_,_-074.119710_ ,06/10/86,,
_02_,NJ,MONTGOMERY TOWNSHIP HOUSING DEVELOPMENT,,_0200771_,NJD980654164,"ROBIN DRIVE, ROUTE 206, SYCAMORE LANE ",MONTGOMERY TOWNSHIP,08558,SOMERSET,,,N,_+40.408330_,_-074.644160_ ,09/08/83,,
_02_,NJ,MYERS PROPERTY,,_0200774_,NJD980654198,LOWER KINGTOWN ROAD ,FRANKLIN TOWNSHIP,08822,HUNTERDON,,,N,_+40.595000_,_-074.940400_ ,09/08/83,,
_02_,NJ,NASCOLITE CORP.,,_0200202_,NJD002362705,DORIS AVE ,MILLVILLE,08332,CUMBERLAND,,,N,_+39.422210_,_-075.032780_ ,09/21/84,,
_02_,NJ,NAVAL AIR ENGINEERING CENTER,,_0201174_,NJ7170023744,MAIN GATE ROUTE#547 ,LAKEHURST,08733,OCEAN,,,Y,_+40.029710_,_-074.369160_ ,07/22/87,,
_02_,NJ,NAVAL WEAPONS STATION EARLE (SITE A),,_0201160_,NJ0170022172,TYLER LANE & TEXAS RD ,COLTS NECK,07722,MONMOUTH,,,Y,_+40.264580_,_-074.162910_ ,08/30/90,,
_02_,NJ,NL INDUSTRIES,,_0200390_,NJD061843249,PENNS GROVE-PEDRICKTOWN ROAD ,PEDRICKTOWN (OLDMANS TOWN,08067,SALEM,,,N,_+39.758060_,_-075.424710_ ,09/08/83,,
_02_,NJ,ORANGE VALLEY REGIONAL GROUND WATER CONTAMINATION,,_0203649_,NJD002148799,GIST PLACE (NEAR NORTH DAY STREET) ,WEST ORANGE/ORANGE,07051,ESSEX,,,N,_+40.769825_,_-074.243479_ ,09/18/12,,
_02_,NJ,PICATINNY ARSENAL (USARMY),,_0201168_,NJ3210020704,OFF RTE 15 DOVER NJ ,ROCKAWAY TOWNSHIP,07801,MORRIS,,,Y,_+40.916660_,_-074.583330_ ,02/21/90,,
_02_,NJ,PIERSON'S CREEK,,_0200114_,NJD002144517,ONE AVENUE L ,NEWARK,07105,ESSEX,,,N,_+40.716300_,_-74.145200_ ,09/22/14,,
_02_,NJ,PJP LANDFILL,,_0200569_,NJD980505648,400 SIP AVE ,JERSEY CITY,07306,HUDSON,,,N,_+40.734710_,_-074.085560_ ,09/08/83,,
_02_,NJ,POHATCONG VALLEY GROUND WATER CONTAMINATION,,_0201075_,NJD981179047,ROUTE 643 TO ROUTE 31 ,WARREN COUNTY,07882,WARREN,,,N,_+40.750000_,_-075.000000_ ,03/31/89,,
_02_,NJ,PRICE LANDFILL,,_0200427_,NJD070281175,MILL ROAD ,PLEASANTVILLE,08232,ATLANTIC,,,N,_+39.415280_,_-074.526950_ ,09/08/83,,
_02_,NJ,PUCHACK WELL FIELD,,_0204096_,NJD981084767,WEST OF US 130; SOUTH OF STATE HWY 90 ,PENNSAUKEN TOWNSHIP,08110,CAMDEN,,,N,_+39.976660_,_-075.051940_ ,03/06/98,,
_02_,NJ,QUANTA RESOURCES,,_0200034_,NJD000606442,ONE RIVER RD ,EDGEWATER,07020,BERGEN,,,N,_+40.804300_,_-073.989160_ ,09/05/02,,
_02_,NJ,"RADIATION TECHNOLOGY, INC.",,_0200332_,NJD047684451,108 LAKE DENMARK ROAD ,ROCKAWAY TOWNSHIP,07866,MORRIS,,,N,_+40.970830_,_-074.505550_ ,09/21/84,,
_02_,NJ,RARITAN BAY SLAG,,_0206276_,NJN000206276,BAYVIEW DRIVE AND LAURENCE PARKWAY,OLD BRIDGE TWP/SAYREVILLE,08879,MIDDLESEX,,,N,_+40.464589_,_-074.258017_ ,11/04/09,,
_02_,NJ,REICH FARMS,,_0200662_,NJD980529713,LAKEWOOD RD ,PLEASANT PLAINS,08753,OCEAN,,,N,_+40.010600_,_-074.214900_ ,09/08/83,,
_02_,NJ,RINGWOOD MINES/LANDFILL,,_0200663_,NJD980529739,PETERS MINE ROAD ,RINGWOOD BOROUGH,07456,PASSAIC,,,N,_+41.136660_,_-074.272500_ ,09/08/83,,
_02_,NJ,RIVERSIDE INDUSTRIAL PARK,,_0204232_,NJSFN0204232,29 RIVERSIDE AVENUE ,NEWARK,07104,ESSEX,,,N,_+40.767815_,_-074.158501_ ,05/24/13,,
_02_,NJ,ROCKAWAY BOROUGH WELL FIELD,,_0200766_,NJD980654115,"JACKSON,UNION & GARDEN STS ",ROCKAWAY TOWNSHIP,07866,MORRIS,,,N,_+40.905830_,_-074.515560_ ,09/08/83,,
_02_,NJ,ROCKAWAY TOWNSHIP WELLS,,_0200775_,NJD980654214,GREEN POND ROAD ,ROCKAWAY TOWNSHIP,07866,MORRIS,,,N,_+40.913330_,_-074.499160_ ,09/08/83,,
_02_,NJ,ROCKY HILL MUNICIPAL WELL,,_0200770_,NJD980654156,WASHINGTON STREET ,ROCKY HILL BOROUGH,08553,SOMERSET,,,N,_+40.401660_,_-074.647500_ ,09/08/83,,
_02_,NJ,ROEBLING STEEL CO.,,_0200439_,NJD073732257,2ND STREET ,FLORENCE,08554,BURLINGTON,,,N,_+40.120830_,_-074.770830_ ,09/08/83,,
_02_,NJ,ROLLING KNOLLS LF,,_0200542_,NJD980505192,35 BRITTIN RD ,GREEN VILLAGE,07935,MORRIS,,,N,_+40.729520_,_-074.447860_ ,09/29/03,,
_02_,NJ,SCIENTIFIC CHEMICAL PROCESSING,,_0200431_,NJD070565403,216 PATERSON PLANK RD ,CARLSTADT,07072,BERGEN,,,N,_+40.824540_,_-074.074320_ ,09/08/83,,
_02_,NJ,SHARKEY LANDFILL,,_0200573_,NJD980505762,EDWARDS & SHARKEY ROAD ,"PARSIPPANY, TROY HLS",07054,MORRIS,,,N,_+40.850100_,_-074.345400_ ,09/08/83,,
_02_,NJ,SHERWIN-WILLIAMS/HILLIARDS CREEK,,_0200516_,NJD980417976,FOSTER AVENUE AND GIBBSBORO ROAD ,Gibbsboro,08026,CAMDEN,,,N,_+39.835525_,_-074.964969_ ,03/19/08,,
_02_,NJ,SHIELDALLOY CORP.,,_0200203_,NJD002365930,WEST BLVD ,NEWFIELD BOROUGH,08344,GLOUCESTER,,,N,_+39.543060_,_-075.022210_ ,09/21/84,,
_02_,NJ,SOUTH JERSEY CLOTHING CO.,,_0200803_,NJD980766828,1 CENTRAL AVE ,MINOTOLA,08341,ATLANTIC,,,N,_+39.520600_,_-074.949100_ ,10/04/89,,
_02_,NJ,STANDARD CHLORINE,,_0200146_,NJD002175057,1015-35 BELLEVILLE TURNPIKE ,KEARNY,07032,HUDSON,,,N,_+40.750000_,_-074.097220_ ,09/19/07,,
_02_,NJ,SWOPE OIL & CHEMICAL CO.,,_0200299_,NJD041743220,8281 NATIONAL HWY ,PENNSAUKEN TOWNSHIP,08110,CAMDEN,,,N,_+39.988600_,_-075.034700_ ,09/08/83,,
_02_,NJ,SYNCON RESINS,,_0200401_,NJD064263817,77 JACOBUS AVE ,SOUTH KEARNY,07032,HUDSON,,,N,_+40.737780_,_-074.114710_ ,09/08/83,,
_02_,NJ,U.S. RADIUM CORP.,,_0200772_,NJD980654172,ALDEN & HIGH STS AND OTHER ADDRESSES ,ORANGE,07050,ESSEX,,,N,_+40.781380_,_-074.228610_ ,09/08/83,,
_02_,NJ,UNIMATIC MANUFACTURING CORPORATION,,_0206578_,NJD002164796,25 SHERWOOD LANE ,FAIRFIELD,07004,ESSEX,,,N,_+40.878792_,_-74.269155_ ,05/12/14,,
_02_,NJ,UNITED STATES AVENUE BURN,,_0204003_,NJ0001120799,UNITED STATES AVENUE ,GIBBSBORO,08026,CAMDEN,,,N,_+39.834160_,_-074.963880_ ,07/22/99,,
_02_,NJ,UNIVERSAL OIL PRODUCTS (CHEMICAL DIVISION),,_0200101_,NJD002005106,E/S ROUTE 17 ,EAST RUTHERFORD,07073,BERGEN,,,N,_+40.830000_,_-074.088880_ ,09/08/83,,
_02_,NJ,VENTRON/VELSICOL,,_0200674_,NJD980529879,ETHYL BOULEVARD ,WOOD RIDGE BOROUGH,07075,BERGEN,,,N,_+40.840000_,_-074.079430_ ,09/21/84,,
_02_,NJ,"VINELAND CHEMICAL CO., INC.",,_0200209_,NJD002385664,1611 W WHEAT RD ,VINELAND,08360,CUMBERLAND,,,N,_+39.510280_,_-075.056660_ ,09/21/84,,
_02_,NJ,"WALDICK AEROSPACE DEVICES, INC.",,_0200375_,NJD054981337,2121 ROUTE 35 ,WALL TOWNSHIP,07719,MONMOUTH,,,N,_+40.143000_,_-074.061300_ ,06/10/86,,
_02_,NJ,WELSBACH & GENERAL GAS MANTLE (CAMDEN RADIATION),,_0203580_,NJD986620995,6 AREAS IN CAMDEN AND GLOUCESTER CITY ,CAMDEN AND GLOUCESTER CIT,08030,CAMDEN,,,N,_+39.919720_,_-075.121940_ ,06/17/96,,
_02_,NJ,WHITE CHEMICAL CORP.,,_0203357_,NJD980755623,660 FRELINGHUYSEN AVE ,NEWARK,07114,ESSEX,,,N,_+40.698480_,_-074.198240_ ,09/25/91,,
_02_,NJ,WHITE SWAN LAUNDRY AND CLEANER INC.,,_0204241_,NJSFN0204241,1322 SEA GIRT AVE ,WALL TWP,07719,MONMOUTH,,,N,_+40.135440_,_-074.063130_ ,09/23/04,,
_02_,NJ,WILLIAMS PROPERTY,,_0200678_,NJD980529945,"RR 1, SIEGTOWN ROAD ",SWAINTON MIDDLE,08210,CAPE MAY,,,N,_+39.117300_,_-074.800400_ ,09/08/83,,
_02_,NJ,WOODBROOK ROAD DUMP,,_0204260_,NJSFN0204260,FOOT OF WOODBROOK ROAD (SOUTH END) ,SOUTH PLAINFIELD,08820,MIDDLESEX,,,N,_+40.561560_,_-074.402910_ ,04/30/03,,
_02_,NJ,WOODLAND ROUTE 532 DUMP,,_0200582_,NJD980505887,ROUTE 532 ,WOODLAND TOWNSHIP,08019,BURLINGTON,,,N,_+39.829160_,_-074.492230_ ,09/21/84,,
_02_,NJ,WOODLAND ROUTE 72 DUMP,,_0200581_,NJD980505879,"RTE 72, ON SOOEY ROAD ",WOODLAND TOWNSHIP,08019,BURLINGTON,,,N,_+39.821660_,_-074.447780_ ,09/21/84,,
_02_,NJ,ZSCHIEGNER REFINING,,_0203757_,NJD986643153,1442 MAXIM-SOUTHARD ROAD ,HOWELL TOWNSHIP,07731,MONMOUTH,,,N,_+40.145830_,_-074.200000_ ,03/06/98,,
_02_,NY,AMERICAN THERMOSTAT CO.,,_0201350_,NYD002066330,RTE 23 B ,SOUTH CAIRO,12482,GREENE,,,N,_+42.266930_,_-073.941110_ ,09/08/83,,
_02_,NY,APPLIED ENVIRONMENTAL SERVICES,,_0202121_,NYD980535652,ONE SHORE RD ,GLENWOOD LANDING,11545,NASSAU,,,N,_+40.823050_,_-073.646690_ ,06/10/86,,
_02_,NY,BLACK RIVER PCBS,,_0206296_,NYN000206296,END OF HEWITT DRIVE ,TOWN OF CHAMPION,13619,JEFFERSON,,,N,_+43.984269_,_-075.677527_ ,09/29/10,,
_02_,NY,BREWSTER WELL FIELD,,_0202153_,NYD980652275,MAIN ST /SE ,PUTNAM COUNTY,10509,PUTNAM,,,N,_+41.401660_,_-073.600000_ ,09/08/83,,
_02_,NY,BROOKHAVEN NATIONAL LABORATORY (USDOE),,_0202841_,NY7890008975,53 BELL AVE ,UPTON,11961,SUFFOLK,,,Y,_+40.860000_,_-072.869580_ ,11/21/89,,
_02_,NY,BYRON BARREL & DRUM,,_0202257_,NYD980780670,TOWN LINE ROAD ,BYRON TOWNSHIP,14422,GENESEE,,,N,_+43.119100_,_-078.110300_ ,06/10/86,,
_02_,NY,CARROLL & DUBIES SEWAGE DISPOSAL,,_0201492_,NYD010968014,CANAL STREET ,PORT JERVIS,12771,ORANGE,,,N,_+41.394200_,_-074.668100_ ,02/21/90,,
_02_,NY,CAYUGA GROUNDWATER CONTAMINATION SITE ,,_0204289_,NYN000204289,STATE ROUTE 326 ,UNION SPRINGS,13160,CAYUGA,,,N,_+42.880550_,_-076.642500_ ,09/05/02,,
_02_,NY,CIRCUITRON CORP.,,_0202301_,NYD981184229,82 MILBAR BOULEVARD ,EAST FARMINGDALE,11735,SUFFOLK,,,N,_+40.749500_,_-073.419500_ ,03/31/89,,
_02_,NY,CLAREMONT POLYCHEMICAL,,_0201338_,NYD002044584,501 WINDING ROAD ,OLD BETHPAGE,11804,NASSAU,,,N,_+40.757600_,_-073.443200_ ,06/10/86,,
_02_,NY,COLESVILLE MUNICIPAL LANDFILL,,_0202237_,NYD980768691,EAST WINDSOR RD ,TOWN OF COLESVILLE,13813,BROOME,,,N,_+42.160410_,_-075.589450_ ,06/10/86,,
_02_,NY,COMPUTER CIRCUITS,,_0202636_,NYD125499673,145 MARCUS BOULEVARD ,HAUPPAUGE,11788,SUFFOLK,,,N,_+40.813190_,_-073.246110_ ,05/10/99,,
_02_,NY,CORTESE LANDFILL,,_0201867_,NYD980528475,SOUTH OF ROUTE 97 ,VIL OF NARROWSBURG,12764,SULLIVAN,,,N,_+41.600560_,_-075.065000_ ,06/10/86,,
_02_,NY,CROWN CLEANERS OF WATERTOWN INC.,,_0204284_,NYD986965333,3595 STATE ROUTE 3 ,CARTHAGE,13619,JEFFERSON,,,N,_+44.022940_,_-075.651860_ ,09/05/02,,
_02_,NY,DEWEY LOEFFEL LANDFILL,,_0201218_,NYD000512335,MEAD ROAD ,NASSAU,12123,RENSSELAER,,,N,_+42.560957_,_-073.560496_ ,03/10/11,,
_02_,NY,DIAZ CHEMICAL,,_0203341_,NYD067532580,40 JACKSON ST. AREA A ,HOLLEY,14470,ORLEANS,,,N,_+43.222940_,_-078.029270_ ,07/22/04,,
_02_,NY,EIGHTEENMILE CREEK,,_0206456_,NYN000206456,198-300 MILL STREET ,LOCKPORT,14094,NIAGARA,,,N,_+43.181300_,_-78.689544_ ,03/15/12,,
_02_,NY,ELLENVILLE SCRAP IRON AND METAL,,_0204190_,NYSFN0204190,34 CAPE ROAD ,ELLENVILLE,12428,ULSTER,,,N,_+41.724020_,_-074.405500_ ,09/05/02,,
_02_,NY,ENDICOTT VILLAGE WELL FIELD,,_0202264_,NYD980780746,S. GRIPPEN AVENUE ,VILLAGE OF ENDICOTT,13760,BROOME,,,N,_+42.086110_,_-076.086110_ ,06/10/86,,
_02_,NY,"FACET ENTERPRISES, INC.",,_0201604_,NYD073675514,RTE 14 ,ELMIRA,14903,CHEMUNG,,,N,_+42.132500_,_-076.829160_ ,09/08/83,,
_02_,NY,FMC CORP. (DUBLIN ROAD LANDFILL),,_0201207_,NYD000511857,DUBLIN ROAD ,TOWN OF SHELBY,14103,ORLEANS,,,N,_+43.217200_,_-078.441700_ ,06/10/86,,
_02_,NY,FOREST GLEN MOBILE HOME SUBDIVISION,,_0202361_,NYD981560923,"LISA LANE, CARRIE DRIVE AND T. MARK DRV. ",NIAGARA FALLS,14301,NIAGARA,,,N,_+43.112700_,_-078.999500_ ,11/21/89,,
_02_,NY,FULTON AVENUE,,_0203853_,NY0000110247,150 FULTON AVENUE ,NORTH HEMPSTEAD,11040,NASSAU,,,N,_+40.737330_,_-073.657840_ ,03/06/98,,
_02_,NY,FULTON TERMINALS,,_0202125_,NYD980593099,RTE 57 ,FULTON,13069,OSWEGO,,,N,_+43.356900_,_-76.427400_ ,09/08/83,,
_02_,NY,GCL TIE AND TREATING INC.,,_0203408_,NYD981566417,DELAWARE AVENUE ,VILLAGE OF SIDNEY,13838,DELAWARE,,,N,_+42.300550_,_-075.413330_ ,05/31/94,,
_02_,NY,GE MOREAU,,_0201858_,NYD980528335,FT EDWARD & WM ST ,SOUTH GLENS FALLS,12803,SARATOGA,,,N,_+43.283050_,_-073.629160_ ,09/08/83,,
_02_,NY,GENERAL MOTORS (CENTRAL FOUNDRY DIVISION),,_0201644_,NYD091972554,ROOSEVELT TOURIN ROAD ,MASSENA,13662,ST. LAWRENCE,,,N,_+44.983880_,_-074.732780_ ,09/21/84,,
_02_,NY,GENZALE PLATING CO.,,_0201344_,NYD002050110,288 NEW HYDE PARK ROAD ,FRANKLIN SQUARE,11010,NASSAU,,,N,_+40.715300_,_-073.677700_ ,07/22/87,,
_02_,NY,"GOLDISC RECORDINGS, INC.",,_0202239_,NYD980768717,725 BROADWAY ,HOLBROOK,11741,SUFFOLK,,,N,_+40.774500_,_-073.064700_ ,06/10/86,,
_02_,NY,GOWANUS CANAL,,_0206222_,NYN000206222,BUTLER ST (BETWEEN BOND ST AND NEVINS ST ,BROOKLYN,11231,KINGS,,,N,_+40.67893_,_-073.99422_ ,03/04/10,,
_02_,NY,GRIFFISS AIR FORCE BASE (11 AREAS),,_0202438_,NY4571924451,GRIFFISS AIR FORCE BASE ,ROME,13440,ONEIDA,,,Y,_+43.233330_,_-075.416660_ ,07/22/87,,
_02_,NY,HAVILAND COMPLEX,,_0202284_,NYD980785661,ROUTE 9G & HAVILAND ROAD ,TOWN OF HYDE PARK,12538,DUTCHESS,,,N,_+41.771110_,_-073.908060_ ,06/10/86,,
_02_,NY,HERTEL LANDFILL,,_0202267_,NYD980780779,RTE 44/55 BEDELL AVE & TUCKERS ,PLATTEKILL,12568,ULSTER,,,N,_+41.688060_,_-074.038880_ ,06/10/86,,
_02_,NY,HOOKER (S AREA),,_0202150_,NYD980651087,BUFFALO AVE ,NIAGARA FALLS,14303,NIAGARA,,,N,_+43.075700_,_-079.005400_ ,09/08/83,,
_02_,NY,HOOKER CHEMICAL & PLASTICS CORP./RUCO POLYMER CORP.,,_0201477_,NYD002920312,NEW SOUTH ROAD ,HICKSVILLE,11801,NASSAU,,,N,_+40.757500_,_-073.504160_ ,06/10/86,,
_02_,NY,HOPEWELL PRECISION,,_0201588_,NYD066813064,15 RYAN RD ,HOPEWELL JUNCTION,12533,DUTCHESS,,,N,_+41.611600_,_-073.781480_ ,04/27/05,,
_02_,NY,HUDSON RIVER PCBS,,_0202229_,NYD980763841,NO STREET APPLICABLE ,HUDSON RIVER,12801,WASHINGTON,,,N,_+43.110200_,_-073.576500_ ,09/21/84,,
_02_,NY,ISLIP MUNICIPAL SANITARY LANDFILL,,_0201714_,NYD980506901,BLYDENBURG RD/LG ISLAND MOTOR ,ISLIP,11751,SUFFOLK,,,N,_+40.817800_,_-073.182900_ ,03/31/89,,
_02_,NY,JACKSON STEEL,,_0204218_,NYD001344456,435 FIRST STREET ,MINEOLA/NORTH HEMPSTEAD,11501,NASSAU,,,N,_+40.738800_,_-073.652690_ ,02/04/00,,
_02_,NY,JOHNSTOWN CITY LANDFILL,,_0201716_,NYD980506927,W FULTON S EXT ,TOWN OF JOHNSTOWN,12095,FULTON,,,N,_+43.043060_,_-074.393060_ ,06/10/86,,
_02_,NY,"JONES CHEMICALS, INC.",,_0201302_,NYD000813428,100 SUNNY SOL BLVD ,CALEDONIA,14423,LIVINGSTON,,,N,_+42.976530_,_-077.845560_ ,02/21/90,,
_02_,NY,KENTUCKY AVENUE WELL FIELD,,_0202142_,NYD980650667,KENTUCKY AVE ,HORSEHEADS,14845,CHEMUNG,,,N,_+42.145830_,_-076.828330_ ,09/08/83,,
_02_,NY,"LAWRENCE AVIATION INDUSTRIES, INC.",,_0201335_,NYD002041531,SHEEP PASTURE ROAD ,PORT JEFFERSON STATION,11776,SUFFOLK,,,N,_+40.928130_,_-073.069190_ ,02/04/00,,
_02_,NY,LEHIGH VALLEY RAILROAD,,_0203481_,NYD986950251,GULF ROAD ,LE ROY,14482,GENESEE,,,N,_+42.992020_,_-077.933300_ ,01/19/99,,
_02_,NY,LI TUNGSTEN CORP.,,_0202972_,NYD986882660,GARVIES POINT RD. ,GLEN COVE,11542,NASSAU,,,N,_+40.860920_,_-073.640770_ ,10/14/92,,
_02_,NY,LIBERTY INDUSTRIAL FINISHING,,_0201184_,NYD000337295,55 MOTOR PARKWAY ,FARMINGDALE,11735,NASSAU,,,N,_+40.726250_,_-073.448880_ ,06/10/86,,
_02_,NY,LITTLE VALLEY,,_0204016_,NY0001233634,"INTERSECT OF RTES 242, 353, AND BAKER RD ",LITTLE VALLEY,14755,CATTARAUGUS,,,N,_+42.236660_,_-078.766940_ ,06/17/96,,
